EmployeeID,Age,Gender,MaritalStatus,Education,LevelBand,LevelBandNum,Department,Location,ShiftType,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsSinceLastPromo,PromotionsLast3Yrs,Salary_Annual,MarketRateRatio,HikePercentLast,BonusPct,ManagerRating,TeamSize,DistanceFromHome,JobSatisfaction,EnvSatisfaction,RelationshipSat,WorkLifeBalance,AvgSatisfaction,PerformanceRating,AwardsReceived,RecognitionsReceived,TrainingLastYear,Leaves_30d,Leaves_90d,Leaves_180d,Leaves_365d,SickLeave_Annual,OverTime,BusinessTravel,NumCompaniesWorked,WFH_DaysPerWeek,AttritionProb_True,AttritionBinary,Attrition,IsUnderpaid,IsSeverelyUnderpaid,PayGapPct,StagnationIndex,RecognitionGap,LeaveSpike30,LeaveSpike90,LeaveVelocity,SatComposite,SatBelow2,OT_LowSat,WFH_SatInteraction,TravelDistance,IsNewJoiner,IsVeteran,CompanyLoyaltyScore,IsJobHopper,IsDisruptiveShift,IsFullWFH,IsMarried,CompositeRiskFlags,AttritionProb,RiskCategory
ML10433,23,Female,Married,Master,P4,9,Sales,Hyderabad,Rotational,0,0,0,3,2,1,2499392,0.928,7.6,12.1,4,20,18,2,3,3,2,2.5,3,0,1,1,1,7,7,10,1,Yes,Frequent,1,2,0.5498,1,Yes,0,0,7.2,1,3,0,0,10.0,2.35,0,1,4,18,1,0,0.0,0,1,0,1,2,0.348,High
ML10434,33,Male,Married,Master,P1A,1,Operations,Mumbai,Day,18,1,0,13,2,1,292473,0.564,5.2,2.3,3,21,31,4,4,2,3,3.25,3,0,1,5,1,4,9,23,1,No,Frequent,7,0,0.1241,0,No,1,1,43.6,1,3,0,0,1.28,3.4,0,0,0,31,0,1,1.38,1,0,0,1,1,0.3313,High
ML10435,31,Male,Divorced,Bachelor,P1C,3,Engineering,WFH,Day,7,6,5,11,2,1,834325,0.974,6.9,4.2,4,12,38,1,3,1,4,2.25,4,0,1,1,2,3,5,9,2,Yes,None,6,5,0.2327,0,No,0,0,2.6,1,4,0,0,1.29,2.3,0,1,5,0,0,0,0.64,1,0,1,0,1,0.2183,Medium
ML10436,48,Female,Single,PhD,P1B,2,Product,Bengaluru,Day,5,0,0,26,4,0,593444,0.757,9.7,7.1,3,21,37,4,3,4,2,3.25,3,1,2,3,0,6,10,14,3,Yes,Frequent,2,2,0.5498,1,Yes,1,1,24.3,8,2,0,0,2.8,3.2,0,0,8,37,0,0,0.19,0,0,0,0,3,0.4782,Critical
ML10437,40,Female,Single,Bachelor,P2C,6,Engineering,Delhi,Night,1,0,0,18,3,0,1196421,0.604,7.9,12.0,1,6,7,4,3,4,3,3.5,3,0,1,3,0,6,8,10,5,Yes,None,5,0,0.5498,1,Yes,1,1,39.6,6,3,0,0,10.0,3.5,0,0,0,0,1,0,0.06,1,1,0,0,4,0.6906,Critical
ML10438,29,Male,Single,Master,P3B,8,QA,Delhi,Flexible,14,12,12,9,5,0,2332806,0.945,4.8,7.6,3,6,51,4,2,4,2,3.0,4,0,1,2,4,4,7,13,1,No,Rare,0,1,0.2168,1,Yes,0,0,5.5,10,4,1,0,0.93,3.0,0,0,4,0,0,1,1.56,0,0,0,0,2,0.2421,Medium
ML10439,22,Male,Married,Master,P3A,7,Engineering,Mumbai,Night,7,2,2,0,2,0,1810650,0.728,8.0,9.6,5,13,38,1,3,4,4,3.0,3,1,2,5,1,4,6,22,1,No,Frequent,3,2,0.5498,0,No,1,1,27.2,4,2,0,0,3.14,2.75,0,0,2,38,0,0,7.0,0,1,0,1,2,0.4542,Critical
ML10440,22,Female,Single,Master,P4,9,Engineering,Mumbai,Day,2,1,1,0,1,2,2304395,0.583,5.7,13.9,4,5,46,2,4,4,4,3.5,3,1,0,1,0,3,8,16,0,No,Rare,7,2,0.3621,0,No,1,1,41.7,0,2,0,0,8.0,3.3,0,0,4,0,0,0,2.0,1,0,0,0,1,0.2244,Medium
ML10441,25,Female,Single,Master,P1B,2,Product,Mumbai,Flexible,1,0,0,3,1,2,544105,0.665,6.3,13.0,3,15,16,3,1,2,3,2.25,3,2,0,4,0,2,10,11,2,Yes,Frequent,5,2,0.5498,0,No,1,1,33.5,0,1,0,0,11.0,2.45,0,0,6,16,1,0,0.33,1,0,0,0,2,0.5829,Critical
ML10442,23,Male,Married,Master,P3B,8,Product,WFH,Rotational,0,0,0,1,0,2,2302895,1.108,11.9,0.0,3,18,3,3,3,3,1,2.5,4,1,0,6,1,1,4,15,1,No,None,7,5,0.0895,0,No,0,0,-10.8,0,3,0,0,15.0,2.4,0,0,15,0,1,0,0.0,1,1,1,1,1,0.1384,Low
ML10443,36,Male,Married,Master,P1C,3,Operations,Pune,Day,2,1,1,16,6,0,812700,1.103,4.2,10.9,4,21,36,3,2,3,3,2.75,3,1,1,5,1,2,10,21,3,Yes,None,5,1,0.2978,0,No,0,0,-10.3,12,2,0,0,10.5,2.8,0,0,3,0,0,0,0.12,1,0,0,1,2,0.2838,Medium
ML10444,32,Male,Married,Master,P2A,4,Infra,Hyderabad,Flexible,1,1,0,12,2,1,1011741,1.014,10.3,12.7,3,19,36,3,3,3,3,3.0,3,2,1,2,1,3,8,11,1,No,Rare,5,3,0.0576,0,No,0,0,-1.4,1,1,0,0,11.0,3.0,0,0,9,0,1,0,0.08,1,0,0,1,0,0.099,Low
ML10445,34,Male,Married,Bachelor,P3B,8,Sales,Bengaluru,Day,0,0,0,13,1,1,2028230,0.884,6.8,9.6,4,20,24,2,3,4,3,3.0,1,1,0,3,3,3,13,13,2,No,None,7,0,0.1769,0,No,1,0,11.6,0,0,1,0,13.0,2.8,0,0,0,0,1,0,0.0,1,0,0,1,2,0.2685,Medium
ML10446,26,Male,Married,Master,P6,11,Product,Delhi,Night,2,2,1,6,4,0,4739933,0.7,10.1,12.6,1,22,41,3,4,4,3,3.5,3,0,1,6,3,5,5,10,3,No,None,4,2,0.5498,0,No,1,1,30.0,8,3,1,0,5.0,3.35,0,0,6,0,0,0,0.33,1,1,0,1,4,0.4048,High
ML10447,35,Male,Married,PhD,P3A,7,Sales,Bengaluru,Day,35,3,3,14,0,1,1641079,0.884,5.3,13.8,5,11,27,2,2,1,2,1.75,4,0,0,1,2,5,6,19,1,No,Rare,1,0,0.0505,0,No,1,0,11.6,0,4,0,0,0.54,1.85,1,0,0,0,0,1,2.5,0,0,0,1,1,0.2161,Medium
ML10448,22,Female,Single,Master,P1A,1,HR,Bengaluru,Flexible,5,4,2,2,3,0,447486,0.921,8.1,11.6,1,12,12,2,3,4,1,2.5,4,2,1,6,0,2,8,13,2,Yes,Rare,0,1,0.5498,1,Yes,0,0,7.9,6,2,0,0,2.6,2.2,0,1,2,0,0,0,2.5,0,0,0,0,2,0.6112,Critical
ML10449,33,Male,Married,Bachelor,P3A,7,Finance,Bengaluru,Day,1,1,0,12,0,2,1447457,0.644,5.6,9.5,4,18,15,3,4,4,3,3.5,3,0,0,3,0,3,12,24,3,No,Rare,1,1,0.1265,0,No,1,1,35.6,0,3,0,0,24.0,3.35,0,0,3,0,1,0,0.08,0,0,0,1,1,0.2068,Medium
ML10450,40,Female,Single,Bachelor,P1A,1,Engineering,Hyderabad,Day,12,11,11,20,3,0,481126,0.782,10.2,11.3,4,18,26,3,2,4,1,2.5,4,1,2,6,1,6,9,13,1,Yes,Frequent,4,1,0.5498,0,No,1,1,21.8,6,3,0,0,1.08,2.35,0,0,3,26,0,1,0.6,1,0,0,0,3,0.4825,Critical
ML10451,31,Male,Single,PhD,P4,9,Marketing,Delhi,Rotational,2,2,2,10,4,0,2581242,0.871,1.7,0.0,4,14,54,2,2,3,3,2.5,4,3,0,2,0,4,9,15,1,Yes,Rare,3,2,0.5498,1,Yes,1,0,12.9,8,1,0,0,7.5,2.45,0,1,4,0,0,0,0.2,0,1,0,0,4,0.4907,Critical
ML10452,37,Male,Married,Diploma,P3B,8,Operations,Chennai,Flexible,0,0,0,16,1,1,1824908,0.937,8.6,17.1,3,15,17,3,3,2,1,2.25,3,0,1,6,2,2,5,11,1,No,Rare,6,1,0.1522,0,No,0,0,6.3,0,3,0,0,11.0,2.25,0,0,3,0,1,0,0.0,1,0,0,1,0,0.199,Medium
ML10453,22,Male,Single,Bachelor,P1B,2,Engineering,Bengaluru,Day,1,1,1,0,6,0,582479,0.67,3.7,16.6,4,23,39,4,1,3,4,3.0,1,1,0,6,3,4,7,14,4,No,None,5,3,0.5498,1,Yes,1,1,33.0,12,0,1,0,14.0,3.25,0,0,12,0,1,0,1.0,1,0,0,0,3,0.6003,Critical
ML10454,22,Male,Single,Diploma,P1A,1,QA,Mumbai,Day,3,3,2,2,8,0,424056,0.701,6.4,16.3,4,24,15,3,3,3,2,2.75,3,0,0,1,1,5,7,8,3,No,Frequent,5,1,0.5498,1,Yes,1,1,29.9,16,3,0,0,2.67,2.7,0,0,3,15,0,0,1.5,1,0,0,0,2,0.5282,Critical
ML10455,36,Female,Married,Bachelor,P1B,2,HR,Chennai,Flexible,0,0,0,16,5,0,593791,1.057,7.6,10.6,5,24,14,3,3,4,1,2.75,2,0,0,2,1,2,6,8,0,No,Rare,2,2,0.1356,1,Yes,0,0,-5.7,10,2,0,0,8.0,2.55,0,0,6,0,1,0,0.0,0,0,0,1,1,0.2348,Medium
ML10456,42,Female,Married,Diploma,P6,11,Engineering,Hyderabad,Rotational,9,1,0,22,5,0,6676983,0.948,11.8,12.9,1,16,20,3,3,4,3,3.25,2,1,1,2,1,4,10,13,3,No,None,5,1,0.1795,1,Yes,0,0,5.2,10,1,0,0,1.44,3.15,0,0,3,0,0,0,0.41,1,1,0,1,2,0.2128,Medium
ML10457,32,Female,Single,Diploma,P2B,5,Marketing,Bengaluru,Day,17,13,11,11,0,1,1134712,0.839,2.2,10.7,4,10,11,2,2,4,3,2.75,3,0,2,4,2,7,8,10,4,No,Frequent,7,2,0.3008,1,Yes,1,0,16.1,0,3,0,0,0.59,2.6,0,0,4,11,0,1,1.55,1,0,0,0,1,0.1722,Low
ML10458,51,Female,Married,Master,P3B,8,Engineering,Mumbai,Day,0,0,0,29,0,1,1630296,0.53,1.5,11.6,3,7,44,3,4,3,1,2.75,4,0,2,6,0,2,10,13,2,No,Rare,4,1,0.5498,0,No,1,1,47.0,0,4,0,0,13.0,2.6,0,0,3,0,1,0,0.0,1,0,0,1,1,0.3961,High
ML10459,22,Female,Divorced,Diploma,P3A,7,Engineering,Pune,Day,0,0,0,2,6,0,1859293,0.854,13.4,16.8,4,5,11,4,1,3,2,2.5,1,2,2,2,2,4,7,16,1,No,Rare,3,0,0.4507,0,No,1,0,14.6,12,0,0,0,16.0,2.65,0,0,0,0,1,0,0.0,0,0,0,0,2,0.3714,High
ML10460,28,Female,Single,Master,P3A,7,Operations,WFH,Rotational,27,20,19,6,2,0,1484334,1.078,7.6,1.1,5,21,56,4,4,4,2,3.5,3,1,2,2,1,2,6,7,0,Yes,None,6,5,0.0502,0,No,0,0,-7.8,4,2,0,0,0.26,3.4,0,0,20,0,0,1,4.5,1,1,1,0,2,0.1172,Low
ML10461,35,Female,Married,Bachelor,P1B,2,Engineering,Pune,Night,15,4,1,13,1,1,793485,0.999,2.0,12.2,5,5,19,1,4,3,3,2.75,3,0,1,4,1,5,7,7,3,Yes,Frequent,4,2,0.389,0,No,0,0,0.1,0,3,0,0,0.47,2.5,0,1,2,19,0,1,1.15,1,1,0,1,2,0.2463,Medium
ML10462,37,Female,Single,PhD,P5,10,Engineering,Bengaluru,Rotational,5,0,0,17,7,0,4113485,0.772,7.3,5.8,3,15,9,4,4,2,2,3.0,3,3,0,0,1,2,10,11,4,No,None,1,1,0.3255,1,Yes,1,1,22.8,14,0,0,0,2.2,3.1,0,0,4,0,0,0,0.29,0,1,0,0,3,0.2254,Medium
ML10463,29,Male,Divorced,Bachelor,P2A,4,Operations,Pune,Day,0,0,0,7,0,2,873336,0.943,7.0,4.2,1,10,27,1,4,3,2,2.5,2,2,4,0,1,2,9,9,1,No,Rare,0,0,0.2443,0,No,0,0,5.7,0,0,0,0,9.0,2.2,0,0,0,0,1,0,0.0,0,0,0,0,0,0.2242,Medium
ML10464,25,Male,Single,Bachelor,P3A,7,Engineering,Bengaluru,Rotational,6,3,0,4,0,1,1743849,0.731,6.6,9.4,1,21,43,4,4,4,4,4.0,4,1,1,2,2,6,8,13,1,Yes,Rare,1,1,0.5,0,No,1,1,26.9,0,3,0,0,2.17,4.0,0,0,4,0,0,0,1.5,0,1,0,0,3,0.3084,Medium
ML10465,38,Female,Single,Bachelor,P3B,8,Legal,Delhi,Day,6,4,3,16,0,1,2139655,0.812,9.8,3.7,4,15,52,4,4,4,2,3.5,2,1,1,0,1,5,5,10,1,No,Rare,3,1,0.0502,0,No,1,0,18.8,0,1,0,0,1.67,3.4,0,0,4,0,0,0,0.38,0,0,0,0,1,0.1092,Low
ML10466,35,Female,Divorced,Master,P3A,7,Legal,Mumbai,Flexible,1,0,0,13,1,2,1778408,0.778,2.2,3.7,3,11,13,4,3,4,1,3.0,3,2,3,0,2,2,9,10,4,No,Rare,1,0,0.0987,0,No,1,1,22.2,0,1,0,0,10.0,2.9,0,0,0,0,1,0,0.08,0,0,0,0,1,0.1966,Medium
ML10467,31,Male,Married,Master,P5,10,Engineering,Bengaluru,Day,10,2,1,9,0,1,3600828,0.675,9.1,1.7,4,18,56,1,4,2,3,2.5,3,1,0,1,0,2,9,18,1,No,Rare,4,0,0.1337,1,Yes,1,1,32.5,0,2,0,0,1.8,2.35,0,0,0,0,0,1,1.11,1,0,0,1,1,0.1393,Low
ML10468,37,Female,Single,PhD,P1B,2,HR,Hyderabad,Day,3,1,0,15,1,1,670263,1.17,7.0,7.6,5,18,53,1,4,3,2,2.5,3,1,0,0,2,6,7,14,4,Yes,Frequent,5,2,0.1901,0,No,0,0,-17.0,0,2,0,0,4.67,2.2,0,1,2,53,0,0,0.2,1,0,0,0,1,0.2963,Medium
ML10469,32,Male,Married,Diploma,P2C,6,Engineering,Bengaluru,Day,6,5,0,12,0,2,1314708,0.646,8.7,12.7,3,22,15,3,4,2,2,2.75,3,3,1,0,1,3,11,11,2,No,None,0,1,0.0935,0,No,1,1,35.4,0,0,0,0,1.83,2.75,0,0,3,0,0,0,0.5,0,0,0,1,1,0.1085,Low
ML10470,32,Female,Divorced,Diploma,P2B,5,Marketing,Bengaluru,Day,3,1,0,12,3,0,1118849,0.827,12.5,14.1,2,24,40,2,3,2,3,2.5,3,1,3,3,1,6,7,12,2,Yes,Rare,1,0,0.5498,0,No,1,0,17.3,6,2,0,0,4.0,2.5,0,1,0,0,0,0,0.25,0,0,0,0,3,0.3286,High
ML10471,32,Female,Married,Master,P2B,5,Engineering,Hyderabad,Day,9,0,0,10,1,2,1148350,0.747,12.9,19.9,5,8,36,3,4,4,1,3.0,3,0,1,3,1,7,7,7,1,No,Rare,2,0,0.1114,0,No,1,1,25.3,0,3,0,0,0.78,2.75,0,0,0,0,0,0,0.9,0,0,0,1,1,0.118,Low
ML10472,27,Male,Single,Diploma,P1B,2,QA,Chennai,Rotational,4,2,1,7,1,1,605129,0.902,15.2,8.0,5,10,25,2,3,3,3,2.75,4,0,1,0,2,2,8,17,3,Yes,Rare,3,2,0.3454,0,No,0,0,9.8,0,4,0,0,4.25,2.65,0,1,4,0,0,0,0.57,0,1,0,0,2,0.3237,High
ML10473,26,Female,Single,Bachelor,P1B,2,Engineering,Chennai,Flexible,1,0,0,5,5,0,524816,0.674,1.3,14.0,3,21,13,4,2,4,4,3.5,3,0,1,4,0,5,5,24,1,Yes,Rare,5,2,0.5498,0,No,1,1,32.6,10,3,0,0,24.0,3.6,0,0,8,0,1,0,0.2,1,0,0,0,3,0.6555,Critical
ML10474,29,Female,Divorced,Master,P2A,4,Operations,Mumbai,Night,8,6,3,9,2,1,860054,0.813,10.3,10.9,3,8,18,3,2,4,3,3.0,3,1,1,0,1,1,4,18,1,No,Rare,7,0,0.297,1,Yes,1,0,18.7,1,2,0,0,2.25,2.95,0,0,0,0,0,0,0.89,1,1,0,0,2,0.3299,High
ML10475,34,Female,Single,Bachelor,P2A,4,Engineering,Bengaluru,Night,9,8,3,12,5,0,1020687,0.742,12.0,10.8,1,6,14,3,3,2,4,3.0,3,0,1,1,3,5,5,14,3,No,None,1,2,0.5498,1,Yes,1,1,25.8,10,3,1,0,1.56,3.15,0,0,6,0,0,0,0.75,0,1,0,0,4,0.441,High
ML10476,22,Female,Single,Bachelor,P2B,5,Engineering,Hyderabad,Day,1,0,0,1,1,1,865379,0.563,6.5,11.9,4,13,2,4,3,1,1,2.25,1,0,3,4,1,7,7,12,3,Yes,Frequent,4,3,0.5498,1,Yes,1,1,43.7,0,1,0,0,12.0,2.45,0,0,12,2,1,0,1.0,1,0,0,0,2,0.4704,Critical
ML10477,41,Female,Single,Bachelor,P3A,7,Finance,Mumbai,Rotational,3,3,3,21,8,0,1591960,0.679,8.8,14.0,4,5,11,3,2,3,3,2.75,3,1,2,2,3,6,9,17,1,No,Rare,1,0,0.5498,1,Yes,1,1,32.1,16,2,1,0,5.67,2.8,0,0,0,0,0,0,0.14,0,1,0,0,4,0.4739,Critical
ML10478,34,Male,Single,Bachelor,P3A,7,Marketing,Bengaluru,Day,23,16,14,14,4,0,1200270,0.626,14.2,12.4,4,10,52,3,1,3,4,2.75,3,1,2,4,2,5,10,13,3,Yes,Rare,3,0,0.5498,1,Yes,1,1,37.4,8,2,0,0,0.57,2.9,0,0,0,0,0,1,1.64,0,0,0,0,3,0.3991,High
ML10479,25,Female,Married,Other,P2B,5,Infra,Delhi,Day,6,0,0,3,0,1,1216951,0.933,8.0,8.0,4,20,41,3,2,3,3,2.75,2,0,1,1,0,4,5,13,3,No,Rare,3,1,0.0502,0,No,0,0,6.7,0,2,0,0,2.17,2.8,0,0,3,0,0,0,2.0,0,0,0,1,0,0.1136,Low
ML10480,46,Male,Married,Master,P2B,5,Engineering,WFH,Day,13,3,1,26,2,0,1289616,0.979,14.1,12.9,2,10,39,3,4,3,2,3.0,4,0,1,1,4,4,6,19,1,No,None,4,5,0.0502,0,No,0,0,2.1,4,4,1,0,1.46,2.9,0,0,15,0,0,1,0.5,1,0,1,1,1,0.1177,Low
ML10481,34,Male,Single,Diploma,P1C,3,Engineering,Bengaluru,Day,24,5,5,14,1,1,603920,0.552,8.7,6.9,4,10,36,1,1,1,1,1.0,4,0,3,6,2,2,10,12,2,No,Rare,0,1,0.5498,1,Yes,1,1,44.8,0,4,0,0,0.5,1.0,1,0,1,0,0,1,1.71,0,0,0,0,1,0.6241,Critical
ML10482,23,Male,Single,Master,P3A,7,Sales,Chennai,Night,4,1,1,1,1,2,1705533,1.025,10.7,12.9,3,24,10,3,4,3,1,2.75,4,1,2,2,0,2,8,11,5,Yes,Rare,3,2,0.4279,1,Yes,0,0,-2.5,0,3,0,0,2.75,2.6,0,0,6,0,0,0,4.0,0,1,0,0,2,0.223,Medium
ML10483,46,Male,Single,Master,P2A,4,Sales,Pune,Day,2,1,1,26,5,0,1220263,1.248,12.6,10.6,4,16,55,3,1,3,2,2.25,3,1,0,5,0,2,7,15,4,No,Rare,7,2,0.2674,0,No,0,0,-24.8,10,2,0,0,7.5,2.3,0,0,6,0,0,0,0.08,1,0,0,0,1,0.1616,Low
ML10484,44,Female,Single,Bachelor,P1A,1,Product,Bengaluru,Day,12,11,7,22,3,0,448848,0.739,4.5,0.7,5,13,16,3,1,4,4,3.0,2,1,0,1,2,4,9,13,2,No,Rare,0,2,0.2762,0,No,1,1,26.1,6,1,0,0,1.08,3.05,0,0,6,0,0,1,0.55,0,0,0,0,2,0.2109,Medium
ML10485,26,Female,Single,Diploma,P2B,5,QA,Pune,Rotational,3,0,0,6,8,0,1140870,0.862,10.6,9.3,4,23,36,4,4,2,3,3.25,3,0,0,0,3,3,9,12,2,No,Frequent,7,0,0.5498,1,Yes,1,0,13.8,16,3,1,0,4.0,3.4,0,0,0,36,0,0,0.5,1,1,0,0,4,0.4874,Critical
ML10486,31,Other,Married,Bachelor,P2B,5,Product,Bengaluru,Day,1,1,0,9,4,0,1330414,0.876,6.9,14.7,4,22,41,2,4,3,2,2.75,3,1,0,4,1,5,5,11,5,No,Rare,3,3,0.3756,0,No,1,0,12.4,8,2,0,0,11.0,2.55,0,0,6,0,1,0,0.11,0,0,0,1,2,0.3155,Medium
ML10487,30,Male,Single,Master,P1C,3,Engineering,Bengaluru,Night,4,2,0,9,8,0,914204,0.835,13.7,9.4,3,11,16,3,3,3,3,3.0,2,1,1,3,1,4,4,14,2,Yes,Rare,2,0,0.5498,1,Yes,1,0,16.5,16,1,0,0,3.5,3.0,0,0,0,0,0,0,0.44,0,1,0,0,4,0.5609,Critical
ML10488,22,Female,Single,Diploma,P3A,7,Sales,WFH,Day,13,7,2,0,0,2,2079189,1.43,7.6,11.1,3,16,34,3,2,3,3,2.75,4,0,1,4,1,2,7,17,3,Yes,Rare,1,5,0.0502,0,No,0,0,-43.0,0,4,0,0,1.31,2.8,0,0,15,0,0,1,13.0,0,0,1,0,1,0.0551,Low
ML10489,36,Female,Married,PhD,P2C,6,Operations,Pune,Flexible,0,0,0,15,7,0,1409673,1.029,7.6,7.6,3,13,13,2,1,1,3,1.75,3,1,1,3,2,3,6,12,0,No,None,1,1,0.3041,0,No,0,0,-2.9,14,2,0,0,12.0,1.95,1,0,2,0,1,0,0.0,0,0,0,1,1,0.3125,Medium
ML10490,40,Male,Married,PhD,P3B,8,Sales,Bengaluru,Rotational,9,8,8,20,4,0,2096381,0.914,5.5,8.6,2,16,59,3,3,2,2,2.5,2,0,3,1,1,8,8,16,1,No,Frequent,1,1,0.5498,0,No,0,0,8.6,8,2,0,1,1.78,2.55,0,0,3,59,0,0,0.45,0,1,0,1,2,0.5273,Critical
ML10491,39,Female,Married,Bachelor,P3A,7,Operations,Mumbai,Day,0,0,0,18,2,0,1463611,0.797,8.7,14.7,4,10,44,4,4,1,3,3.0,4,0,5,3,1,2,6,14,2,No,Frequent,0,2,0.1457,0,No,1,1,20.3,4,4,0,0,14.0,3.25,0,0,8,44,1,0,0.0,0,0,0,1,1,0.16,Low
ML10492,34,Male,Divorced,Master,P3A,7,Engineering,WFH,Flexible,10,0,0,14,2,1,1344697,0.72,11.1,7.8,5,13,55,4,3,2,4,3.25,4,1,2,5,0,1,9,17,3,Yes,Rare,5,5,0.0519,0,No,1,1,28.0,1,3,0,0,1.7,3.5,0,0,20,0,0,1,0.71,1,0,1,0,2,0.0821,Low
ML10493,41,Female,Single,Bachelor,P2A,4,Sales,Mumbai,Day,2,1,1,21,0,1,892756,0.799,9.2,4.2,3,11,18,3,4,3,4,3.5,3,0,2,4,0,2,9,9,0,No,Rare,1,1,0.0942,0,No,1,1,20.1,0,3,0,0,4.5,3.5,0,0,3,0,0,0,0.1,0,0,0,0,1,0.1057,Low
ML10494,24,Male,Single,Bachelor,P3B,8,Product,Delhi,Day,10,1,0,2,2,0,2132380,0.824,17.8,0.0,3,7,59,4,3,4,2,3.25,2,0,1,3,3,6,6,11,1,No,Rare,2,1,0.2403,1,Yes,1,0,17.6,4,2,1,0,1.1,3.2,0,0,4,0,0,1,5.0,0,0,0,0,2,0.223,Medium
ML10495,48,Female,Single,Bachelor,P2C,6,Sales,Delhi,Rotational,1,0,0,28,0,1,1284807,0.833,7.2,6.2,5,18,6,4,4,3,4,3.75,1,1,2,1,1,5,9,12,1,No,None,1,3,0.0502,0,No,1,0,16.7,0,0,0,0,12.0,3.85,0,0,12,0,1,0,0.04,0,1,0,0,2,0.0754,Low
ML10496,27,Female,Single,Master,P2B,5,Infra,Mumbai,Rotational,3,0,0,5,0,2,1236155,0.885,5.5,4.5,5,14,7,3,4,3,2,3.0,2,0,0,4,0,2,4,14,1,No,Rare,3,1,0.0502,0,No,1,0,11.5,0,2,0,0,4.67,2.9,0,0,3,0,0,0,0.6,0,1,0,0,2,0.1714,Low
ML10497,28,Female,Divorced,Diploma,P3A,7,Sales,Pune,Day,3,2,0,7,1,1,1747601,1.031,8.5,2.6,4,20,12,3,2,3,2,2.5,3,1,1,0,1,2,4,15,2,No,None,2,0,0.0502,0,No,0,0,-3.1,0,2,0,0,5.0,2.5,0,0,0,0,0,0,0.43,0,0,0,0,0,0.1013,Low
ML10498,29,Male,Married,Master,P2A,4,Engineering,Pune,Day,10,0,0,9,2,0,1215621,0.968,10.4,4.6,4,7,2,4,2,3,2,2.75,2,3,0,3,1,2,7,13,2,Yes,None,2,0,0.0715,0,No,0,0,3.2,4,0,0,0,1.3,2.85,0,0,0,0,0,1,1.11,0,0,0,1,1,0.1919,Medium
ML10499,28,Male,Married,PhD,P2C,6,Sales,Chennai,Day,3,3,2,8,0,1,1680882,1.185,3.9,5.0,2,23,5,3,3,3,4,3.25,3,1,2,4,0,5,11,15,2,No,Rare,0,0,0.0502,0,No,0,0,-18.5,0,2,0,0,5.0,3.3,0,0,0,0,0,0,0.38,0,0,0,1,0,0.0333,Low
ML10500,32,Other,Divorced,Master,P3B,8,Engineering,Mumbai,Night,4,3,0,10,5,0,2039455,0.663,14.2,4.7,5,20,46,1,2,3,2,2.0,3,0,1,5,0,4,6,15,3,Yes,Rare,5,0,0.5498,1,Yes,1,1,33.7,10,3,0,0,3.75,1.8,0,1,0,0,0,0,0.4,1,1,0,0,4,0.6891,Critical
ML10501,32,Male,Married,Bachelor,P4,9,Finance,Bengaluru,Flexible,3,1,0,12,8,0,2596529,0.727,8.0,16.9,3,9,20,4,2,3,3,3.0,2,0,2,2,2,7,10,12,2,Yes,Frequent,0,0,0.48,1,Yes,1,1,27.3,16,2,0,0,4.0,3.15,0,0,0,20,0,0,0.25,0,0,0,1,3,0.3983,High
ML10502,35,Male,Married,Master,P5,10,Engineering,Bengaluru,Day,10,4,2,15,1,1,3306188,0.62,15.8,1.7,4,13,12,3,4,3,3,3.25,3,0,1,0,1,2,6,18,0,No,None,1,2,0.0502,0,No,1,1,38.0,0,3,0,0,1.8,3.2,0,0,6,0,0,1,0.67,0,0,0,1,1,0.0753,Low
ML10503,27,Other,Divorced,Bachelor,P2C,6,Marketing,Pune,Flexible,0,0,0,5,8,0,1342053,0.899,14.3,12.9,4,14,25,4,3,3,1,2.75,4,0,2,1,1,2,9,20,1,No,None,4,1,0.3592,0,No,1,0,10.1,16,4,0,0,20.0,2.75,0,0,4,0,1,0,0.0,1,0,0,0,2,0.3322,High
ML10504,35,Female,Married,Master,P2C,6,Product,Chennai,Day,9,0,0,13,0,2,1155717,0.703,11.6,12.7,4,5,46,3,3,3,3,3.0,3,1,1,1,1,4,9,17,3,No,Rare,4,0,0.0835,0,No,1,1,29.7,0,2,0,0,1.89,3.0,0,0,0,0,0,0,0.69,1,0,0,1,1,0.1198,Low
ML10505,25,Female,Single,Diploma,P4,9,Sales,Chennai,Rotational,3,1,0,4,1,2,1883246,0.713,8.9,13.1,4,20,37,3,4,1,2,2.5,3,0,0,3,1,1,5,12,1,Yes,Rare,1,1,0.5498,0,No,1,1,28.7,0,3,0,0,4.0,2.6,0,0,3,0,0,0,0.75,0,1,0,0,3,0.3371,High
ML10506,39,Male,Married,Bachelor,P2A,4,Engineering,Hyderabad,Flexible,1,0,0,17,2,0,785468,0.626,5.0,9.8,3,5,50,3,3,4,3,3.25,2,2,0,2,3,3,7,16,0,No,Rare,6,0,0.5498,1,Yes,1,1,37.4,4,0,1,0,16.0,3.15,0,0,0,0,1,0,0.06,1,0,0,1,2,0.5441,Critical
